,id,latitude,longitude,Coordinates
275,513743,52.37593322453691,4.939804160101205,POINT (29290226.52467902 24073550.19794546)
276,514946,52.35501627942771,4.935116107989973,POINT (29297233.71866145 24069303.54518943)
277,515088,52.39549794275491,4.995761024623377,POINT (29288532.0797422 24088762.12690077)
278,515921,52.3508851578655,4.853517302593575,POINT (29290995.26059252 24050875.60456841)
279,517092,52.36138005746256,4.855450867465889,POINT (29287441.85277509 24052917.84068665)
280,517996,52.37812960068647,4.885936764280054,POINT (29284358.97079651 24062148.11979553)
281,522471,52.377615498462475,4.852851344927027,POINT (29281415.65433177 24054858.87208262)
282,528022,52.39139248034661,4.888737721989992,POINT (29279900.25165526 24064805.6332819)
283,528594,52.35867412950926,4.824759935206063,POINT (29285502.34240033 24045810.6873215)
284,528704,52.35308687526271,4.890942089839028,POINT (29293749.03924613 24059374.3723626)
285,529174,52.3690838667024,4.884280796777729,POINT (29287423.67433437 24060391.0191796)
286,530136,52.360212500344154,4.899343006217542,POINT (29292005.48937639 24062305.3265754)
287,532727,52.35397855817509,4.848756027172505,POINT (29289443.76368209 24050315.45510183)
288,533623,52.34521847482453,4.8742957563064815,POINT (29294977.19269982 24054530.69771713)
289,537321,52.37306380685902,4.861930123638661,POINT (29283894.47459696 24056134.28638415)
290,538723,52.35540973501898,4.938756773751673,POINT (29297437.22890352 24070158.06321599)
291,538844,52.361854012845505,4.877157970051438,POINT (29289324.96457385 24057722.50442712)
292,539036,52.36265827995226,4.909767078998748,POINT (29292119.06617685 24064955.12984854)
293,539579,52.369292572131656,4.8587907102273045,POINT (29284940.48372617 24054867.71874738)
294,539700,52.369672219514925,4.859868576986215,POINT (29284907.19989714 24055161.25450031)
295,540194,52.38049072210275,4.887431860344743,POINT (29283659.36888551 24062838.37846311)
296,543262,52.35777246330657,4.87473470014856,POINT (29290549.1693442 24056564.22479893)
297,543930,52.36390035815754,4.9254168711737325,POINT (29293154.31652423 24068558.50536821)
298,543932,52.37471804664138,4.872329938082845,POINT (29284288.28360329 24058656.13073817)
299,544506,52.37508484327702,4.857533881458416,POINT (29282759.33483392 24055488.37190654)
300,546215,52.363250820856244,4.8367807528017766,POINT (29285010.28937788 24049137.68647163)
301,546221,52.36841818465173,4.901416200493576,POINT (29289279.30675902 24064023.28320525)
302,549310,52.372335909444544,4.862286802810695,POINT (29284187.36089437 24056099.61082224)
303,550783,52.372955129606076,4.873737389101277,POINT (29285049.01232326 24058690.68628895)
304,551606,52.37244526986163,4.950876152633933,POINT (29292513.42442446 24075426.22831875)
305,552145,52.366940335874254,4.850333076670332,POINT (29284978.38240894 24052661.19671336)
306,552300,52.35990894330469,4.911373292456861,POINT (29293249.78780231 24064881.22341461)
307,555225,52.378225635837936,4.87283855335802,POINT (29283087.34784133 24059308.52040707)
308,555399,52.37276370102915,4.872849817146569,POINT (29285033.30560715 24058467.69699542)
309,556829,52.33580269413694,4.8670640266008816,POINT (29297645.37997896 24051500.4223456)
310,561297,52.36837917751746,4.8779605875965135,POINT (29287077.44413008 24058904.70212578)
311,561713,52.36075120415875,4.931266184400392,POINT (29294827.96547903 24069348.23020349)
312,563682,52.38190091590514,4.889013769292485,POINT (29283306.58382385 24063400.76908714)
313,564826,52.35554570086791,4.901456616350399,POINT (29293866.88234004 24062046.1346507)
314,565735,52.363677725879796,4.893803119026853,POINT (29290248.28077904 24061632.3249394)
315,568446,52.37225526912266,4.901909575459329,POINT (29287959.4718403 24064722.84018615)
316,568613,52.36547294034002,4.865082491422801,POINT (29286895.17618684 24055649.1578086)
317,569499,52.358150183525076,4.918729606441096,POINT (29294570.71807701 24066213.81219167)
318,570753,52.349339315509795,4.869131621758552,POINT (29293021.94843041 24054040.90888381)
319,571029,52.36840326068075,4.860637045941735,POINT (29285431.64878833 24055132.7711012)
320,571130,52.37870421855255,4.890950728298503,POINT (29284627.92923242 24063329.51130471)
321,572208,52.36670908571273,4.872746264568548,POINT (29287179.36757257 24057510.38200295)
322,575603,52.36068670389665,4.8930189840517215,POINT (29291239.24371316 24060999.85396916)
323,575615,52.370759439856975,4.902947150324854,POINT (29288590.14219584 24064718.21258405)
324,579851,52.38981615790284,4.884208708505904,POINT (29280033.92438676 24063575.48823002)
325,580978,52.365336177113726,4.856544227433977,POINT (29286136.74216736 24053767.11068197)
326,581342,52.35403164981564,4.899831347839667,POINT (29294252.46327154 24061458.20815809)
327,581869,52.352391057566344,4.888944304018419,POINT (29293808.01706223 24058831.44205579)
328,582028,52.359333309904464,4.841513724757758,POINT (29286852.56007051 24049563.99693131)
329,582030,52.37809103426448,4.850393559003457,POINT (29281013.99919765 24054396.77331827)
